taxid,name,rank
"2846262","Triavirus JS02","species"
"1165702","Staphylococcus phage phi7401PVL","genome"
"2726708","Staphylococcus phage vB_SauS_JS02","genome"
"2846263","Triavirus LH1","species"
"1296641","Staphylococcus phage LH1","genome"
"2846265","Triavirus P240","species"
"1920379","Staphylococcus phage P240","genome"
"2846272","Triavirus R1988","species"
"1399949","Staphylococcus phage YMC/09/04/R1988","genome"
"2846275","Triavirus SA137ruMSSAST121PVL","species"
"2268608","Staphylococcus phage SA137ruMSSAST121PVL","genome"
"2846282","Triavirus SAP11","species"
"2588088","Staphylococcus phage SAP11","genome"
"1168612","Staphylococcus phage SMSAP5","genome"
"130478","Triavirus SLT","species"
"2846293","Triavirus StauST3982","species"
"1277672","Staphylococcus phage StauST398-2","genome"
"2846300","Triavirus fPfSau02","species"
"2510149","Staphylococcus phage vB_SauS_fPfSau02","genome"
"2846375","Triavirus st121mssa","species"
"2060948","Staphylococcus phage phiSa2wa_st121mssa","genome"
"2846376","Triavirus st1","species"
"2029064","Staphylococcus phage phiSa2wa_st1","genome"
"2846378","Triavirus st30","species"
"2060950","Staphylococcus phage phiSa2wa_st30","genome"
"2846379","Triavirus st5","species"
"2060951","Staphylococcus phage phiSa2wa_st5","genome"
"2846380","Triavirus st78","species"
"2060954","Staphylococcus phage phiSa2wa_st78","genome"
"2846382","Triavirus tp3102","species"
"445516","Staphylococcus phage tp310-2","genome"
"186152","Triavirus tv12","species"
"2905946","Staphylococcus phage phi 12","genome"
"2846247","Triavirus tv15644","species"
"2066503","Staphylococcus phage SH-St 15644","genome"
"2846301","Triavirus tv2958PVL","species"
"430796","Staphylococcus phage phi2958PVL","genome"
"2846302","Triavirus tv2","species"
"1674930","Staphylococcus phage vB_SauS_phi2","genome"
"215167","Triavirus tv3a","species"
"320837","Triavirus tv42e","species"
"2908113","Staphylococcus phage 42E","genome"
"320839","Triavirus tv47","species"
"2169657","Trigintaduovirus","genus"
"2170239","Trigintaduovirus 32HC","species"
"1445729","Mycobacterium phage 32HC","genome"
"2956557","Trigintaduovirus rem711","species"
"2079285","Mycobacterium phage Rem711","genome"
"2560242","Trinavirus","genus"
"2560705","Trinavirus trina","species"
"2027905","Rhodococcus phage Trina","genome"
"2733218","Trinevirus","genus"
"2734284","Trinevirus trine","species"
"2201431","Gordonia phage Trine","genome"
"2843468","Triplejayvirus","genus"
"2843732","Triplejayvirus tripleJ","species"
"2599838","Arthrobacter phage TripleJ","genome"
"2733159","Douglaswolinvirus","genus"
"2734204","Douglaswolinvirus B2","species"
"1225795","Lactobacillus phage ATCC 8014-B2","genome"
"2733160","Lenusvirus","genus"
"2734207","Lenusvirus SAC12","species"
"1755697","Lactobacillus phage SA-C12","genome"
"2734205","Lenusvirus lenus","species"
"2053682","Lactobacillus phage Lenus","genome"
"2734206","Lenusvirus nyseid","species"
"2079432","Lactobacillus phage Nyseid","genome"
"2733161","Lidleunavirus","genus"
"2734208","Lidleunavirus Ldl1","species"
"1552735","Lactobacillus phage Ldl1","genome"
"2734209","Lidleunavirus ViSo2018a","species"
"2267607","Lactobacillus phage ViSo-2018a","genome"
"2733162","Maenadvirus","genus"
"2734211","Maenadvirus P1","species"
"1846168","Lactobacillus phage P1","genome"
"2734210","Maenadvirus maenad","species"
"2079431","Lactobacillus phage Maenad","genome"
"2734212","Maenadvirus satyr","species"
"2070201","Lactobacillus phage Satyr","genome"
"2560245","Unahavirus","genus"
"2560469","Unahavirus uv1H","species"
"1792272","Flavobacterium phage 1H","genome"
"2560470","Unahavirus uv23T","species"
"1814279","Flavobacterium phage 23T","genome"
"2560471","Unahavirus uv2A","species"
"1792273","Flavobacterium phage 2A","genome"
"2560472","Unahavirus uv6H","species"
"1325731","Flavobacterium phage 6H","genome"
"2843469","Uwajimavirus","genus"
"2845441","Uwajimavirus PLgW1","species"
"1983536","Lactococcus phage PLgW-1","genome"
"2733219","Vashvirus","genus"
"2734285","Vashvirus lilbooboo","species"
"2510571","Streptomyces phage Lilbooboo","genome"
"2734286","Vashvirus vash","species"
"2510568","Streptomyces phage Vash","genome"
"2843470","Vedamuthuvirus","genus"
"2845386","Vedamuthuvirus BM13","species"
"1229751","Lactococcus phage BM13","genome"
"2845429","Vedamuthuvirus P1045","species"
"2662293","Lactococcus phage P1045","genome"
"2845459","Vedamuthuvirus Q33","species"
"254253","Lactococcus phage Q33","genome"
"2845166","Vedamuthuvirus vv50902","species"
"1868848","Lactococcus phage 50902","genome"
"2845174","Vedamuthuvirus vv62503","species"
"1868853","Lactococcus phage 62503","genome"
"2049885","Vendettavirus","genus"
"2049886","Vendettavirus vendetta","species"
"1838080","Gordonia phage Splinter","genome"
"1838082","Gordonia phage Vendetta","genome"
"2948653","Catfishvirus","genus"
"2955592","Catfishvirus catfish","species"
"2301538","Gordonia phage Catfish","genome"
"2948674","Dardanusvirus","genus"
"2955737","Dardanusvirus dardanus","species"
"2588489","Gordonia phage Dardanus","genome"
"2948896","Schmidtvirus","genus"
"2956401","Schmidtvirus schmidt","species"
"2301697","Gordonia phage Schmidt","genome"
"2744004","Gordonia phage TZGordon","species"
"2797324","Gordonia phage TinaLin","species"
"2560247","Vhulanivirus","genus"
"2560625","Vhulanivirus Shpa","species"
"1647282","Paracoccus phage Shpa","genome"
"2560249","Vidquintavirus","genus"
"2560623","Vidquintavirus Vid5","species"
"2099652","Pantoea phage vB_PagS_Vid5","genome"
"2560250","Vieuvirus","genus"
"2560265","Vieuvirus B1251","species"
"1221835","Acinetobacter phage YMC/09/02/B1251","genome"
"2560270","Vieuvirus R3177","species"
"1628721","Acinetobacter phage YMC11/11/R3177","genome"
"2560251","Vividuovirus","genus"
"2560504","Gordonia virus Lennon","species"
"2041512","Gordonia phage Lennon","genome"
"2560488","Vividuovirus brandonk123","species"
"2079564","Gordonia phage Brandonk123","genome"
"2560512","Vividuovirus vivi2","species"
"1821564","Gordonia phage Vivi2","genome"
"2743907","Gordonia Phage Barsten","species"
"2956655","Vividuovirus ailee","species"
"2483665","Gordonia phage Ailee","genome"
"2956656","Vividuovirus angelicage","species"
"2301695","Gordonia phage Angelicage","genome"
"2948789","Kroosvirus","genus"
"2956087","Kroosvirus ashertheman","species"
"2301692","Gordonia phage Ashertheman","genome"
"2956658","Vividuovirus bibwit","species"
"2483666","Gordonia phage Bibwit","genome"
"2956088","Kroosvirus bizzy","species"
"2483667","Gordonia phage Bizzy","genome"
"2956659","Vividuovirus fosterous","species"
"2483668","Gordonia phage Fosterous","genome"
"2956089","Kroosvirus gaea","species"
"2483669","Gordonia phage Gaea","genome"
"2956660","Vividuovirus galadriel","species"
"2591208","Gordonia phage Galadriel","genome"
"2956661","Vividuovirus geodirt","species"
"2483670","Gordonia phage Geodirt","genome"
"2762400","Gordonia phage JKSyngboy","species"
"2956662","Vividuovirus jabberwocky","species"
"2653273","Gordonia phage Jabberwocky","genome"
"2956663","Vividuovirus keitabear","species"
"2653274","Gordonia phage Keitabear","genome"
"2956091","Kroosvirus kroos","species"
"2483671","Gordonia phage Kroos","genome"
"2762401","Gordonia phage Love","species"
"2956666","Vividuovirus nordenberg","species"
"2483672","Gordonia phage Nordenberg","genome"
"2762413","Gordonia phage Paries","species"
"2956092","Kroosvirus ribeye","species"
"2250417","Gordonia phage Ribeye","genome"
"2956668","Vividuovirus rofo","species"
"2250396","Gordonia phage Rofo","genome"
"2956669","Vividuovirus stultus","species"
"2483674","Gordonia phage Stultus","genome"
"2956670","Vividuovirus tangent","species"
"2483675","Gordonia phage Tangent","genome"
"2956093","Kroosvirus tangerine","species"
"2591120","Gordonia phage Tangerine","genome"
"2762402","Gordonia phage YorkOnyx","species"
"2588507","Gordonia terrae phage McKinley","species"
"2733220","Vojvodinavirus","genus"
"2734287","Bordetella virus CN1","species"
"1916123","Bordetella phage CN1","genome"
"2734288","Bordetella virus CN2","species"
"1916124","Bordetella phage CN2","genome"
"2734289","Bordetella virus FP1","species"
"1916125","Bordetella phage FP1","genome"
"2734290","Bordetella virus MW2","species"
"1916126","Bordetella phage MW2","genome"
"2843472","Waukeshavirus","genus"
"2843755","Waukeshavirus BMBtp3","species"
"1445809","Bacillus phage vB_BtS_BMBtp3","genome"
"2843787","Waukeshavirus waukesha92","species"
"1510440","Bacillus phage Waukesha92","genome"
"1623308","Wbetavirus","genus"
"359961","Wbetavirus wbeta","species"
"2885908","Bacillus phage WBeta","genome"
"345922","Bacillus phage Fah","species"
"347962","Bacillus phage Gamma","species"
"2560253","Weaselvirus","genus"
"2560706","Weaselvirus weasel","species"
"1897437","Rhodococcus phage Weasels2","genome"
"2843473","Whackvirus","genus"
"2846064","Whackvirus whack","species"
"2591132","Rhodococcus phage Whack","genome"
"2843474","Whiteheadvirus","genus"
"2845151","Whiteheadvirus wv1358","species"
"741942","Lactococcus phage 1358","genome"
"1993858","Wildcatvirus","genus"
"1993859","Mycobacterium virus Wildcat","species"
"373415","Mycobacterium phage Wildcat","genome"
"2560255","Wilnyevirus","genus"
"2560486","Wilnyevirus billnye","species"
"2079426","Streptomyces phage BillNye","genome"
"2169658","Wizardvirus","genus"
"2170253","Wizardvirus twister6","species"
"1887655","Gordonia phage Twister6","genome"
"2956696","Wizardvirus valary","species"
"2588130","Gordonia phage Valary","genome"
"2170254","Wizardvirus wizard","species"
"1838083","Gordonia phage Wizard","genome"
"2956681","Wizardvirus Arri","species"
"2588127","Gordonia phage Arri","genome"
"2956682","Wizardvirus bakery","species"
"2591205","Gordonia phage Bakery","genome"
"2956683","Wizardvirus barb","species"
"2588128","Gordonia phage Barb","genome"
"2759393","Gordonia phage Clown","species"
"2956684","Wizardvirus danyall","species"
"2250390","Gordonia phage Danyall","genome"
"2725634","Gordonia phage Evamon","species"
"2956686","Wizardvirus fireball","species"
"2652412","Gordonia phage Fireball","genome"
"2743985","Gordonia phage Jambalaya","species"
"2956688","Wizardvirus kimmyK","species"
"2250394","Gordonia phage KimmyK","genome"
"2956689","Wizardvirus mutzi","species"
"2500789","Gordonia phage Mutzi","genome"
"2956690","Wizardvirus nubi","species"
"2588492","Gordonia phage Nubi","genome"
"2805836","Gordonia phage Phlop","species"
"2762414","Gordonia phage Portcullis","species"
"2956693","Wizardvirus rogerdodger","species"
"2591116","Gordonia phage RogerDodger","genome"
"2956694","Wizardvirus smokingbunny","species"
"2572528","Gordonia phage SmokingBunny","genome"
"2956695","Wizardvirus tillybobjoe","species"
"2301560","Gordonia phage TillyBobJoe","genome"
"2956697","Wizardvirus vandewege","species"
"2588131","Gordonia phage VanDeWege","genome"
"1982748","Woesvirus","genus"
"1982751","Woesvirus woes","species"
"1838084","Gordonia phage Woes","genome"
"1982745","Woodruffvirus","genus"
"1982746","Woodruffvirus TP1604","species"
"1636184","Streptomyces phage TP1604","genome"
"1982747","Woodruffvirus YDN12","species"
"1636183","Streptomyces phage YDN12","genome"
"1755682","Streptomyces phage phiSAJS1","species"
"1982372","Xiamenvirus","genus"
"1982373","Xiamenvirus RDJL1","species"
"562742","Roseobacter phage RDJL Phi 1","genome"
"1982374","Xiamenvirus RDJL2","species"
"1682380","Roseobacter phage RDJL Phi 2","genome"
"1623309","Xipdecavirus","genus"
"329254","Xipdecavirus OP1","species"
"470314","Xipdecavirus Xop411","species"
"2913975","Xanthomonas phage Xop411","genome"
"232237","Xipdecavirus Xp10","species"
"2907956","Xanthomonas phage Xp10","genome"
"2733221","Yangvirus","genus"
"2734291","Arthobacter virus Yang","species"
"2419970","Arthrobacter phage Yang","genome"
"1299429","Yuavirus","genus"
"279383","Keylargovirus JL001","species"
"1981047","Pseudomonas virus LKO4","species"
"1308899","Pseudomonas phage LKO4","genome"
"347328","Pseudomonas virus M6","species"
"2911432","Pseudomonas phage M6","genome"
"1981049","Pseudomonas virus MP1412","species"
"1204517","Pseudomonas phage MP1412","genome"
"1981048","Pseudomonas virus PAE1","species"
"1718273","Pseudomonas phage PAE1","genome"
"462590","Pseudomonas virus Yua","species"
"2560257","Yvonnevirus","genus"
"2560514","Gordonia virus Yvonnetastic","species"
"1821566","Gordonia phage Yvonnetastic","genome"
"2733222","Zetavirus","genus"
"2734292","Zetavirus zeta1847","species"
"2201444","Microbacterium phage Zeta1847","genome"
"491893","Abalone shriveling syndrome-associated virus","species"
"1589748","Achromobacter phage JWF","species"
"1610509","Achromobacter phage phiAxp-1","species"
"2943006","Fengtaivirus","genus"
"2955887","Fengtaivirus Axp2","species"
"1664246","Achromobacter phage phiAxp-2","genome"
"2796514","Achromobacter phage vB_AchrS_AchV4","species"
"1852629","Acinetobacter phage vB_AbaS_TRS1","species"
"279303","Actinoplanes phage phiAsp2","species"
"2776735","Aeromonas phage BUCT551","species"
"2943019","Sharonstreetvirus","genus"
"2956442","Sharonstreetvirus LAh7","species"
"2591031","Aeromonas phage LAh_7","genome"
"2608321","Aeromonas phage vB_AhyS-A18P4","species"
"416419","Archaeal BJ1 virus","species"
"1414742","Arthrobacter phage vB_ArS-ArV2","species"
"467481","Azospirillum phage Cd","species"
"10724","Bacillus phage SPP1","species"
"225725","Bacillus phage phBC6A51","species"
"225726","Bacillus phage phBC6A52","species"
"1643324","Bacillus phage phi4B1","species"
"1308863","Bacillus phage vB_BanS-Tsamsa","species"
"1775140","Bacillus phage vB_BhaS-171","species"
"2664196","Bacteriophage DSS3_VP1","species"
"2662138","Bacteriophage Phobos","species"
"1105171","Bacteroides phage B124-14","species"
"99179","Bacteroides phage B40-8","species"
"1691958","Brevibacillus phage Sundance","species"
"764562","Brochothrix phage BL3","species"
"764561","Brochothrix phage NF5","species"
"1718278","Brucella phage BiPBO1","species"
"348137","Burkholderia phage Bcep176","species"
"437329","Burkholderia phage BcepGomr","species"
"335797","Burkholderia phage KS9","species"
"2745674","Cellulophaga phage Ingeline_1","species"
"2745692","Cellulophaga phage Nekkels_1","species"
"1327993","Cellulophaga phage phi39:1","species"
"1327974","Cellulophaga phage phi46:1","species"
"1187894","Clostridium phage PhiS63","species"
"12336","Clostridium phage c-st","species"
"190478","Clostridium phage phi3626","species"
"1147137","Clostridium phage phi8074-B1","species"
"1582152","Clostridium phage phiCD211","species"
"864178","Clostridium phage phiCD6356","species"
"1042122","Clostridium phage phiCP13O","species"
"673376","Clostridium phage phiCP26F","species"
"1042123","Clostridium phage phiCP34O","species"
"541865","Clostridium phage phiCP39-O","species"
"1567009","Clostridium phage phiCT19406A","species"
"1567011","Clostridium phage phiCT19406C","species"
"1567015","Clostridium phage phiCTC2A","species"
"871584","Clostridium phage phiCTP1","species"
"396359","Clostridium phage phiSM101","species"
"1305708","Clostridium phage vB_CpeS-CP51","species"
"1176422","Croceibacter phage P2559S","species"
"1327037","Croceibacter phage P2559Y","species"
"984186","Cronobacter phage ENT47670","species"
"2729575","Cronobacter phage JC01","species"
"1168280","Cronobacter phage phiES15","species"
"260586","Cyanophage S-2L","species"
"889953","Cyanophage KBS-S-2A","species"
"889954","Cyanophage MED4-117","species"
"658401","Cyanophage PSS2","species"
"101570","Enterobacteria phage ES18","species"
"1147144","Enterobacteria phage HK225","species"
"414970","Enterobacteria phage cdtI","species"
"1147151","Enterobacteria phage mEp237","species"
"1147152","Enterobacteria phage mEp460","species"
"10713","Enterobacteria phage phi80","species"
"2763102","Enterococcus phage 9183","species"
"627087","Enterococcus phage EFAP-1","species"
"1486428","Enterococcus phage EFC-1","species"
"767806","Enterococcus phage EFRM31","species"
"1445858","Enterococcus phage IME-EFm1","species"
"1718158","Enterococcus phage IME-EFm5","species"
"2719593","Enterococcus phage nattely","species"
"663241","Enterococcus phage phiEf11","species"
"673839","Enterococcus phage phiFL4A","species"
"1747326","Enterococcus phage vB_EfaS_IME197","species"
"2719594","Enterococus phage vipetofem","species"
"2943008","Gwanakrovirus","genus"
"2955966","Gwanakrovirus SNUABM08","species"
"2593268","Erwinia phage pEp_SNUABM_08","genome"
"1675317","Erysipelothrix phage SE-1","species"
"2948678","Deseoctovirus","genus"
"2955751","Deseoctovirus C1","species"
"2340716","Escherichia phage C1","genome"
"2663325","Escherichia phage E21","species"
"906669","Escherichia phage HK639","species"
"2948642","Buchananvirus","genus"
"2955547","Buchananvirus Sa179lw","species"
"2126819","Escherichia phage vB_EcoS Sa179lw","genome"
"294631","Flavobacterium phage 11b","species"
"1814280","Flavobacterium phage Fpv10","species"
"1814281","Flavobacterium phage Fpv11","species"
"1814285","Flavobacterium phage Fpv5","species"
"1814286","Flavobacterium phage Fpv6","species"
"1814287","Flavobacterium phage Fpv7","species"
"1814288","Flavobacterium phage Fpv8","species"
"1458842","Geobacillus phage GBK2","species"
"447909","Geobacillus virus E2","species"
"1572712","Geobacillus virus E3","species"
"2946175","Zierdtviridae","family"
"2948912","Skysandvirus","genus"
"2956464","Skysandvirus lollipop1437","species"
"2588505","Gordonia Phage Lollipop1437","genome"
"2767553","Gordonia Phage Sephiroth","species"
"2743909","Gordonia Phage Zitch","species"
"2948800","Leonardvirus","genus"
"2956109","Leonardvirus ali17","species"
"2301561","Gordonia phage Ali17","genome"
"2948776","Kablunavirus","genus"
"2956042","Kablunavirus buggaboo","species"
"2315529","Gordonia phage Buggaboo","genome"
"2794946","Gordonia phage Dexdert","species"
"2656534","Gordonia phage EMoore","species"
"2948710","Foxborovirus","genus"
"2955914","Foxborovirus emianna","species"
"2315530","Gordonia phage Emianna","genome"
"2948731","Gruunavirus","genus"
"2955962","Gruunavirus flapper","species"
"2079415","Gordonia phage Flapper","genome"
"2955915","Foxborovirus foxboro","species"
"2301602","Gordonia phage Foxboro","genome"
"1647470","Gordonia phage GMA1","species"
"1647471","Gordonia phage GMA4","species"
"1647472","Gordonia phage GMA5","species"
"1647473","Gordonia phage GRU3","species"
"2948679","Dexdertvirus","genus"
"2955753","Dexdertvirus GTE6","species"
"1647474","Gordonia phage GTE6","genome"
"2955912","Foxborovirus GTE8","species"
"1647475","Gordonia phage GTE8","genome"
"2948917","Sukkupivirus","genus"
"2956474","Sukkupivirus idyn","species"
"2510506","Gordonia phage IDyn","genome"
"2956043","Kablunavirus kabluna","species"
"2041511","Gordonia phage Kabluna","genome"
"2955916","Foxborovirus kidneybean","species"
"2301603","Gordonia phage KidneyBean","genome"
"2885975","Gordonia phage Kudefre","species"
"2656539","Gordonia phage Leonard","species"
"2794947","Gordonia phage Lilbeanie","species"
"2956475","Sukkupivirus marietta","species"
"2301558","Gordonia phage Marietta","genome"
"1838072","Gordonia phage McGonagall","species"
"2656540","Gordonia phage MelBins","species"
"2956476","Sukkupivirus nadinerae","species"
"2652882","Gordonia phage NadineRae","genome"
"2955913","Foxborovirus NatB6","species"
"2250322","Gordonia phage NatB6","genome"
"2301693","Gordonia phage Neville","species"
"2956044","Kablunavirus nosilaM","species"
"2507863","Gordonia phage NosilaM","genome"
"2483673","Gordonia phage Octobien14","species"
"2956465","Skysandvirus patio","species"
"2041515","Gordonia phage Patio","genome"
"1821560","Gordonia phage Phinally","species"
"2948869","Pleakleyvirus","genus"
"2956325","Pleakleyvirus pleakley","species"
"2283246","Gordonia phage Pleakley","genome"
"2762280","Gordonia phage Rabbitrun","species"
"2956466","Skysandvirus skysand","species"
"2301559","Gordonia phage Skysand","genome"
"2956477","Sukkupivirus sukkupi","species"
"2653747","Gordonia phage Sukkupi","genome"
"2653718","Gordonia phage Syleon","species"
"2955755","Dexdertvirus tiamoceli","species"
"2510508","Gordonia phage Tiamoceli","genome"
"2591121","Gordonia phage Trax","species"
"2955963","Gruunavirus turuncu","species"
"2315610","Gordonia phage Turuncu","genome"
"2948963","Zitchvirus","genus"
"2956711","Zitchvirus verity","species"
"2591211","Gordonia phage Verity","genome"
"2956712","Zitchvirus zipp","species"
"2591212","Gordonia phage Zipp","genome"
"754066","Halorubrum phage CGphi46","species"
"1536592","Idiomarinaceae phage 1N2-2","species"
"1527515","Idiomarinaceae phage Phi1M2-2","species"
"2943017","Seodaemunguvirus","genus"
"2956433","Seodaemunguvirus YMC16-01N133","species"
"2026102","Klebsiella phage YMC16/01/N133_KPN_BP","genome"
"2500166","Klebsiella phage YX3973","species"
"255431","Klebsiella phage phiKO2","species"
"2820395","Klebsiella phage vB_KpnS_ZX4","species"
"2759464","Klebsiella virus KpV2811","species"
"37105","Lactobacillus phage JCL1032","species"
"12348","Lactobacillus phage LL-H","species"
"1567453","Lactobacillus phage LfeSau","species"
"578234","Lactobacillus phage Lv-1","species"
"947981","Lactobacillus phage Sha1","species"
"1399941","Lactobacillus phage phiJB","species"
"438780","Lactobacillus phage phiPYB5","species"
"12417","Lactobacillus phage phiadh","species"
"52979","Lactobacillus phage phig1e","species"
"139872","Lactobacillus prophage Lj928","species"
"139870","Lactobacillus prophage Lj965","species"
"1871678","Lactococcus phage 28201","species"
"1871681","Lactococcus phage 50101","species"
"1871687","Lactococcus phage 63301","species"
"1871690","Lactococcus phage 98201","species"
"354260","Lactococcus phage P335","species"
"1815955","Lactococcus phage PLgT-1","species"
"35345","Lactococcus phage TP901-1","species"
"35241","Lactococcus phage Tuc2009","species"
"151535","Lactococcus phage bIL285","species"
"151536","Lactococcus phage bIL286","species"
"151537","Lactococcus phage bIL309","species"
"151538","Lactococcus phage bIL310","species"
"151534","Lactococcus phage bIL311","species"
"151539","Lactococcus phage bIL312","species"
"12390","Lactococcus phage phiLC3","species"
"43685","Lactococcus phage r1t","species"
"114416","Lactococcus phage ul36","species"
"330399","Listeria phage A006","species"
"40521","Listeria phage A118","species"
"40522","Listeria phage A500","species"
"1458852","Listeria phage LP-030-3","species"
"330398","Listeria phage P35","species"
"560178","Listeria phage P40","species"
"1591072","Listeria phage vB_LmoS_188","species"
"1591073","Listeria phage vB_LmoS_293","species"
"310539","Listonella phage phiHSIC","species"
"1572747","Mannheimia phage vB_MhS_1152AP2","species"
"1572743","Mannheimia phage vB_MhS_535AP2","species"
"1572745","Mannheimia phage vB_MhS_587AP2","species"
"1176423","Marinomonas phage P12026","species"
"2656547","Microbacterium phage Azizam","species"
"2946165","Orlajensenviridae","family"
"2946833","Bonaevitaevirus","genus"
"2955513","Bonaevitaevirus bonaevitae","species"
"2126925","Microbacterium phage BonaeVitae","genome"
"2743990","Microbacterium phage Bri160","species"
"2948691","Efekovirus","genus"
"2955845","Efkovirus efeko","species"
"2315704","Microbacterium phage Efeko","genome"
"2948855","Paopuvirus","genus"
"2956259","Paopuvirus kaijohn","species"
"2653750","Microbacterium phage Kaijohn","genome"
"2725614","Microbacterium phage Nobel","species"
"2956261","Paopuvirus noelani","species"
"2250371","Microbacterium phage Noelani","genome"
"2956262","Paopuvirus paopu","species"
"2126933","Microbacterium phage PaoPu","genome"
"2743924","Microbacterium phage PoRanda","species"
"2956264","Paopuvirus quaker","species"
"2250352","Microbacterium phage Quaker","genome"
"2956256","Paopuvirus Scamander","species"
"2283249","Microbacterium phage Scamander","genome"
"2946805","Antsirabevirus","genus"
"2955364","Antsirabevirus antsirabe","species"
"2575610","Mycobacterium phage Antsirabe","genome"
"2946813","Avocadovirus","genus"
"2955390","Avocadovirus avocado","species"
"2024302","Mycobacterium phage Avocado","genome"
"2946828","Bippervirus","genus"
"2955496","Bippervirus bipper","species"
"1805457","Mycobacterium phage Bipper","genome"
"2955391","Avocadovirus cambiare","species"
"1647305","Mycobacterium phage Cambiare","genome"
"1089121","Mycobacterium phage Dori","species"
"2955392","Avocadovirus flagstaff","species"
"1647304","Mycobacterium phage FlagStaff","genome"
"2948790","Kumaovirus","genus"
"2956095","Kumaovirus kumao","species"
"2041344","Mycobacterium phage Kumao","genome"
"2948771","Jolieduovirus","genus"
"2956025","Jolieduovirus lemuria","species"
"2599868","Mycobacterium phage Lemuria","genome"
"2948866","Pinnievirus","genus"
"2956318","Pinnievirus moorethemaryer","species"
"1647309","Mycobacterium phage MOOREtheMARYer","genome"
"2956026","Jolieduovirus mercurio","species"
"2575612","Mycobacterium phage Mercurio","genome"
"2948827","Moomoovirus","genus"
"2956200","Moomoovirus moomoo","species"
"2108127","Mycobacterium phage MooMoo","genome"
"2956319","Pinnievirus pinnie","species"
"2517965","Mycobacterium phage Pinnie","genome"
"2948937","Typhavirus","genus"
"2956575","Typhavirus typha","species"
"2517971","Mycobacterium phage Typha","genome"
"2948884","Rosariovirus","genus"
"2956376","Rosariovirus Weirdo19ES","species"
"2601610","Mycobacterium phage Weirdo19","genome"
"2775045","Mycobacterium phage phiT46-1","species"
"1109711","Nocardia phage NBR1","species"
"754053","Paenibacillus phage PG1","species"
"2494563","Paracoccus phage vB_PmaS-R3","species"
"2662283","Pectobacterium phage MA11","species"
"2686474","Pectobacterium phage MA12","species"
"1283077","Pelagibacter phage HTVC010P","species"
"994601","Planktothrix phage PaV-LD","species"
"2745646","Polaribacter phage Danklef_1","species"
"2745662","Polaribacter phage Freya_1","species"
"2745684","Polaribacter phage Leef_1","species"
"889955","Prochlorococcus phage MED4-184","species"
"2753656","Proteus phage ASh-2020a","species"
"2956104","Lavrentievavirus PM87","species"
"2048007","Proteus phage PM87","genome"
"2783540","Providencia phage Kokobel1","species"
"2761109","Providencia phage vB_PreS-PibeRecoleta","species"
"2761110","Providencia phage vB_PreS-Stilesk","species"
"1874539","Pseudoalteromonas phage BS5","species"
"1636200","Pseudoalteromonas phage H103","species"
"877240","Pseudoalteromonas phage H105/1","species"
"1667322","Pseudoalteromonas phage Pq0","species"
"2719575","Pseudomonas phage Epa5","species"
"347324","Pseudomonas phage F10","species"
"1225792","Pseudomonas phage JBD25","species"
"1777052","Pseudomonas phage JBD44","species"
"1868596","Pseudomonas phage MD8","species"
"504346","Pseudomonas phage PAJU2","species"
"1573458","Pseudomonas phage PS-1","species"
"2943014","Phobosvirus","genus"
"2956315","Phobosvirus PspYZU01","species"
"1983555","Pseudomonas phage PspYZU01","genome"
"1755689","Pseudomonas phage YMC11/02/R656","species"
"1777064","Pseudomonas phage YMC11/07/P54_PAE_BP","species"
"1450169","Pseudomonas phage phi2","species"
"1129145","Pseudomonas phage phi297","species"
"1500757","Pseudomonas phage phiPSA1","species"
"2660688","Pseudomonas phage vB_Pae-SS2019XI","species"
"1071177","Psychrobacter phage Psymv2","species"
"1483485","Ralstonia phage RS138","species"
"10704","Rhizobium phage 16-3","species"
"1220717","Rhizobium phage RHEph10","species"
"1414737","Rhizobium phage vB_RleS_L338C","species"
"754055","Rhodobacter phage RC1","species"
"1105286","Rhodobacter phage RcapMu","species"
"1131316","Rhodobacter phage RcapNL","species"
"1109712","Rhodococcus phage REQ1","species"
"1109713","Rhodococcus phage REQ2","species"
"1109714","Rhodococcus phage REQ3","species"
"1109717","Rhodococcus phage RRH1","species"
"691966","Rhodococcus phage ReqiDocB7","species"
"691963","Rhodococcus phage ReqiPine5","species"
"754056","Rhodovulum phage RS1","species"
"1873452","Rhodovulum phage vB_RhkS_P1","species"
"936152","Riemerella phage RAP44","species"
"1555208","Ruegeria phage DSS3-P1","species"
"2218617","Ruegeria phage vB_RpoS-V11","species"
"2218618","Ruegeria phage vB_RpoS-V16","species"
"2218619","Ruegeria phage vB_RpoS-V18","species"
"2218620","Ruegeria phage vB_RpoS-V7","species"
"754067","Salicola phage CGphi29","species"
"2948889","Saltrevirus","genus"
"2956388","Saltrevirus sv64795sal3","species"
"1813769","Salmonella phage 64795_sal3","genome"
"2946787","Akiravirus","genus"
"2955236","Akiravirus akira","species"
"2562461","Salmonella phage Akira","genome"
"2948906","Shuimuvirus","genus"
"2956444","Shuimuvirus IME207","species"
"1873985","Salmonella phage IME207","genome"
"2948910","Skatevirus","genus"
"2956458","Skatevirus LPST10","species"
"1973454","Salmonella phage LPST10","genome"
"2742114","Salmonella phage SAP012","species"
"1147140","Salmonella phage SPN3UB","species"
"1177632","Salmonella phage SSU5","species"
"2956459","Skatevirus SeSz2","species"
"2419753","Salmonella phage SeSz-2","genome"
"2948900","Segzyvirus","genus"
"2956430","Segzyvirus segz1","species"
