taxid,name,rank
"34604","Argas reflexus","species"
"115667","Solanum mammosum","species"
"105599","Vitis labrusca x Vitis vinifera","species"
"103352","Vitis rupestris","species"
"3604","Vitis sp.","species"
"96939","Vitis riparia","species"
"2599121","Vitis x labruscana","species"
"55039","Urocyon","genus"
"55040","Urocyon cinereoargenteus","species"
"352063","Alectorobius","genus"
"1478107","Alectorobius maritimus","species"
"9153","Paridae","family"
"9154","Parus","genus"
"9157","Parus major","species"
"2907102","Godroniaceae","family"
"52285","Gremmeniella","genus"
"127520","Gremmeniella abietina","species"
"1048899","Otospermophilus","genus"
"34862","Otospermophilus beecheyi","species"
"307492","Aphis craccivora","species"
"94231","Epinephelus","genus"
"152218","Epinephelus awoara","species"
"6998","Gryllus","genus"
"6999","Gryllus bimaculatus","species"
"157540","Zygodontomys","genus"
"157541","Zygodontomys brevicauda","species"
"8578","Colubridae","family"
"31141","Ptyas","genus"
"192173","Ptyas major","species"
"39095","Lycodon","genus"
"74361","Lycodon rufozonatus","species"
"1046038","Dermacentor nuttalli","species"
"8990","Numididae","family"
"8997","Numididae sp.","species"
"8911","Larus","genus"
"35669","Larus argentatus","species"
"38204","Habenaria","genus"
"342001","Habenaria radiata","species"
"724","Haemophilus","genus"
"727","Haemophilus influenzae","species"
"2094023","Glaesserella","genus"
"738","Glaesserella parasuis","species"
"1591003","Hebius","genus"
"1591025","Hebius popei","species"
"46272","Oligodon","genus"
"928514","Oligodon formosanus","species"
"47727","Hemidactylus","genus"
"146913","Hemidactylus bowringii","species"
"36094","Haliotis discus","species"
"42344","Haliotis discus hannai","genome"
"2235","Halobacteriales","order"
"1963268","Haloarculaceae","family"
"2237","Haloarcula","genus"
"244363","Haloarcula californiae","species"
"51589","Haloarcula hispanica","species"
"634497","Haloarcula hispanica ATCC 33960","genome"
"29282","Haloarcula japonica","species"
"2236","Halobacteriaceae","family"
"2239","Halobacterium","genus"
"2242","Halobacterium salinarum","species"
"478009","Halobacterium salinarum R1","genome"
"1644056","Haloferacaceae","family"
"2251","Haloferax","genus"
"2254","Haloferax lucentense","species"
"2253","Haloferax sp.","species"
"60846","Halogeometricum","genus"
"1089726","Halogeometricum sp. CG-9","species"
"135619","Oceanospirillales","order"
"28256","Halomonadaceae","family"
"2745","Halomonas","genus"
"77097","Halomonas aquamarina","species"
"1644060","Natrialbales","order"
"1644061","Natrialbaceae","family"
"121871","Haloterrigena","genus"
"1879286","Halorubrum sp.","species"
"64713","Halorubrum coriense","species"
"634157","Halorubrum sp. PV6","species"
"1089753","Halorubrum sp. SS5-4","species"
"1089748","Halorubrum sp. SP3-3","species"
"1158105","Halorubrum sp. SS7-4","species"
"1089759","Halorubrum sp. s5a-3","species"
"1089735","Halorubrum sp. B2-2","species"
"1542011","Haloarcula sp. SS8-5","species"
"35743","Halorubrum sodomense","species"
"695982","Halogranum","genus"
"1089732","Halogranum sp. SS5-1","species"
"35742","Haloarcula sinaiiensis","species"
"28442","Haloarcula vallismortis","species"
"1051663","Nanohaloarchaea","class"
"1406378","Nanohaloarchaea archaeon AB578-D14","species"
"160513","Pentatomidae","family"
"286705","Halyomorpha","genus"
"286706","Halyomorpha halys","species"
"2355","unidentified bacterial endosymbiont","species"
"120870","Ochlerotatus caspius","species"
"120873","Ochlerotatus detritus","species"
"622","Shigella dysenteriae","species"
"100897","Microtus fortis","species"
"53884","Hardenbergia","genus"
"459863","Hardenbergia comptoniana","species"
"9717","Phoca","genus"
"39089","Phoca groenlandica","species"
"2558200","Accipitriformes","order"
"56259","Accipitridae","family"
"8963","Circus","genus"
"8964","Circus aeruginosus","species"
"115354","Zygaenidae","family"
"1234546","Ixodes redikorzevi","species"
"1052165","Erinaceus roumanicus","species"
"58416","Hedyotis","genus"
"1045356","Hedyotis uncinella","species"
"72293","Helicobacteraceae","family"
"209","Helicobacter","genus"
"210","Helicobacter pylori","species"
"102608","Helicobacter pylori F32","genome"
"585535","Helicobacter pylori 35A","genome"
"866344","Helicobacter pylori F16","genome"
"866345","Helicobacter pylori F30","genome"
"866346","Helicobacter pylori F57","genome"
"999629","Helicobacter pylori B45","genome"
"432027","Helicobasidiales","order"
"1670439","Helicobasidiaceae","family"
"48120","Helicobasidium","genus"
"54444","Helicobasidium mompa","species"
"33416","Heliconius","genus"
"33431","Heliconius erato","species"
"7113","Helicoverpa zea","species"
"7108","Spodoptera frugiperda","species"
"7110","Trichoplusia","genus"
"7111","Trichoplusia ni","species"
"46995","Helleborus","genus"
"171896","Helleborus niger","species"
"1406308","Helleborus x hybridus","species"
"40125","Bipolaris victoriae","species"
"63475","Hemidesmus","genus"
"63476","Hemidesmus indicus","species"
"40089","Hemileuca","genus"
"2570238","Alkekengi","genus"
"33120","Alkekengi officinarum","species"
"121572","Rhabdomys","genus"
"121573","Rhabdomys pumilio","species"
"2603869","Macronycteris vittata","species"
"9996","Spermophilus","genus"
"99837","Spermophilus dauricus","species"
"9536","Cercopithecus hamlyni","species"
"40917","Heracleum","genus"
"40919","Heracleum sphondylium","species"
"6738","Anomura","genome"
"6745","Paguridae","family"
"6746","Pagurus","genus"
"9205","Pelecaniformes","order"
"8899","Ardeidae","family"
"452342","Russulales","order"
"40420","Bondarzewiaceae","family"
"13562","Heterobasidion","genus"
"13563","Heterobasidion annosum","species"
"207833","Heterobasidion abietinum","species"
"207832","Heterobasidion parviporum","species"
"745715","Heterobasidion ecrustosum","species"
"984962","Heterobasidion irregulare","species"
"2864","Dinophyceae","class"
"2910","Peridiniales","order"
"66802","Heterocapsaceae","family"
"2918","Heterocapsa","genus"
"139025","Heterocapsa circularisquama","species"
"38410","Raphidophyceae","class"
"658125","Chattonellales","order"
"658124","Chattonellaceae","family"
"2828","Heterosigma","genus"
"2829","Heterosigma akashiwo","species"
"403665","Dilleniales","order"
"24942","Dilleniaceae","family"
"92929","Hibbertia","genus"
"149347","Hibbertia scandens","species"
"229543","Hibiscus cannabinus","species"
"171254","Citrus volkameriana","species"
"35703","Citrobacter amalonaticus","species"
"30396","Buteo","genus"
"56263","Buteo jamaicensis","species"
"4695","Hippeastrum","genus"
"4696","Hippeastrum sp.","species"
"37184","Hippotragus","genus"
"37186","Hippotragus equinus","species"
"41711","Osmeriformes","order"
"30955","Plecoglossidae","family"
"61083","Plecoglossus","genus"
"61084","Plecoglossus altivelis","species"
"1489931","Spariformes","order"
"8169","Sparidae","family"
"8176","Acanthopagrus","genus"
"72011","Acanthopagrus schlegelii","species"
"274692","Sebastidae","family"
"34820","Sebastes","genus"
"160818","Sebastes inermis","species"
"139475","Homalodisca","genus"
"197043","Homalodisca vitripennis","species"
"6704","Nephropidae","family"
"6705","Homarus","genus"
"6707","Homarus gammarus","species"
"4200","Caprifoliaceae","family"
"49606","Lonicera","genus"
"105884","Lonicera japonica","species"
"229630","Citrus x tangelo","species"
"47085","Medicago lupulina","species"
"3875","Macrotyloma","genus"
"271171","Macrotyloma uniflorum","species"
"3703","Armoracia","genus"
"3704","Armoracia rusticana","species"
"249024","Rhinolophus alcyone","species"
"1035810","Hosta minor","species"
"9499","Alouatta","genus"
"9502","Alouatta caraya","species"
"1617259","Hoya wayetii","species"
"44386","Haemaphysalis longicornis","species"
"2794277","Haemaphysalis sp.","species"
"27434","Dermaptera","order"
"771813","unclassified Dermaptera","genome"
"6340","Annelida","phylum"
"62784","Tettigoniidae","family"
"391893","Neoconocephalus","genus"
"6231","Nematoda","phylum"
"61985","Myriapoda","genome"
"3485","Humulus japonicus","species"
"44985","Hyacinthaceae","family"
"82024","Hyacinthus","genus"
"82025","Hyacinthus orientalis","species"
"24921","Violaceae","family"
"1895897","Pombalia","genus"
"1343640","Pombalia attenuata","species"
"413233","Channa argus x Channa maculata","species"
"23109","Hydrangea","genus"
"23110","Hydrangea macrophylla","species"
"200783","Aquificae","phylum"
"187857","Aquificae","class"
"32069","Aquificales","order"
"64898","Aquificaceae","family"
"168657","Hydrogenobaculum","genus"
"629714","Hypericaceae","family"
"55962","Hypericum","genus"
"282542","Hypericum japonicum","species"
"704761","Hyposidra","genus"
"1070296","Hyposidra talaca","species"
"7097","Malacosoma","genus"
"40071","Malacosoma disstria","species"
"260304","Hyposoter","genus"
"389684","Hyposoter fugitivus","species"
"360966","Ia","genus"
"360967","Ia io","species"
"174620","Wyeomyia","genus"
"7996","Ictaluridae","family"
"7997","Ictalurus","genus"
"7998","Ictalurus punctatus","species"
"50384","Ameiurus","genus"
"219545","Ameiurus melas","species"
"267893","Idiomarinaceae","family"
"1510939","Idiomarinaceae bacterium N2-2","species"
"1510937","Idiomarinaceae bacterium M2-2","species"
"8515","Iguanidae","family"
"51218","Sauromalus","genus"
"51220","Sauromalus varius","species"
"9673","Viverridae","family"
"94185","Civettictis","genus"
"94186","Civettictis civetta","species"
"7180","Haemagogus","genus"
"164646","Icteridae","family"
"84832","Molothrus","genus"
"84836","Molothrus bonariensis","species"
"400783","Thraupidae","family"
"135449","Sporophila","genus"
"256689","Sporophila caerulescens","species"
"704162","Trichoprosopon","genus"
"69822","Culex bitaeniorhynchus","species"
"167043","Crocidura lasiura","species"
"127142","Impatiens walleriana","species"
"80368","Imperata","genus"
"80369","Imperata cylindrica","species"
"76218","Nymphalis","genus"
"171585","Nymphalis io","species"
"3822","Canavalia","genus"
"3823","Canavalia ensiformis","species"
"3915","Vigna mungo","species"
"8019","Oncorhynchus kisutch","species"
"8032","Salmo trutta","species"
"8049","Gadus morhua","species"
"8059","Pollachius","genus"
"8060","Pollachius virens","species"
"119486","Sinipercidae","family"
"119487","Siniperca","genus"
"119488","Siniperca chuatsi","species"
"129912","Syngnathiformes","order"
"30908","Callionymidae","family"
"215387","Synchiropus","genus"
"270530","Synchiropus splendidus","species"
"9694","Panthera tigris","species"
"1002748","Ploceidae","family"
"135447","Ploceus","genus"
"187443","Ploceus ocularis","species"
"252620","Nyssomyia flaviscutellata","species"
"7190","Simuliidae","family"
"7191","Simulium","genus"
"7183","Psorophora ferox","species"
"42431","Culex territans","species"
"329105","Ochlerotatus taeniorhynchus","species"
"332058","Culiseta annulata","species"
"58607","Gryllus campestris","species"
"168630","Chilo","genus"
"168631","Chilo suppressalis","species"
"41808","Simulium sp.","species"
"206351","Neisseriales","order"
"1499392","Chromobacteriaceae","family"
"32014","Iodobacter","genus"
"641420","Iodobacter sp. CdM7","species"
"264526","Ipomoea indica","species"
"10111","Praomys","genus"
"4557","Sorghum","genus"
"4560","Sorghum halepense","species"
"169209","Iresine","genus"
"169210","Iresine herbstii","species"
"7504","Mantodea","order"
"267104","Eremiaphilidae","family"
"444649","Iris","genus"
"35876","Iris x hollandica","species"
"59488","Murina","genus"
"187017","Murina leucogaster","species"
"45234","Cordyceps","genus"
"43265","Cordyceps javanica","species"
"10045","Gerbillinae","genome"
"29031","Phlebotomus papatasi","species"
"4050","Araliaceae","family"
"4051","Hedera","genus"
"4052","Hedera helix","species"
"647688","Ixeridium","genus"
"190260","Ixeridium dentatum","species"
"112276","Jacquemontia","genus"
"197406","Jacquemontia pentanthos","species"
"112277","Jacquemontia tamnifolia","species"
"308713","Culex gelidus","species"
"241806","Polypodiopsida","class"
"3268","Polypodiales","order"
"29607","Dryopteridaceae","family"
"84613","Cyrtomium","genus"
"84614","Cyrtomium falcatum","species"
"34213","Iris ensata","species"
"9542","Macaca fuscata","species"
"78449","Macaca cyclopis","species"
"254704","Mus terricolor","species"
"4673","Dioscorea japonica","species"
"4147","Jasminum","genus"
"660624","Jasminum sambac","species"
"3995","Jatropha","genus"
"180498","Jatropha curcas","species"
"3996","Jatropha multifida","species"
"316874","Jatropha integerrima","species"
"454933","Jatropha podagrica","species"
"454931","Jatropha gossypiifolia","species"
"183721","Crocidura shantungensis","species"
"9906","Bos javanicus","species"
"6941","Rhipicephalus microplus","species"
"176285","Alectorobius capensis","species"
"3608","Rhamnaceae","family"
"72171","Ziziphus","genus"
"326968","Ziziphus jujuba","species"
"14101","Juncaceae","family"
"13578","Juncus","genus"
"223671","Juncus maritimus","species"
"2772555","Haemagogus sp.","species"
"181088","Haemaphysalis flava","species"
"74873","Anopheles sinensis","species"
"208091","Papio kindae","species"
"571210","Ochlerotatus scapularis","species"
"1134476","Haemaphysalis spinigera","species"
"23012","Kalanchoe","genus"
"45339","Kalanchoe blossfeldiana","species"
"689458","Ixodes lividus","species"
"667566","Culex annulioris","species"
"59161","Anopheles tessellatus","species"
"81707","Nycteribiidae","family"
"339816","Dipseliopoda","genus"
"9987","Sylvilagus","genus"
"59157","Anopheles meraukensis","species"
"7461","Apis cerana","species"
"555369","Tubulinea","phylum"
"2681631","Echinamoebida","class"
"1260114","Vermamoeba","genus"
"5778","Vermamoeba vermiformis","species"
"169440","Coelopidae","family"
"169461","Chaetocoelopa","genus"
"169462","Chaetocoelopa sydneyensis","species"
"62288","Sorex roboratus","species"
"20685","Indigofera","genus"
"53889","Indigofera australis","species"
"76708","Kennedia","genus"
"76709","Kennedia rubicunda","species"
"159337","Myotis yumanensis","species"
"153296","Scotophilus","genus"
"153297","Scotophilus kuhlii","species"
"48823","Carios","genus"
"1713851","Carios pusillus","species"
"228709","Cynanchum wilfordii","species"
"410297","Gerbilliscus","genus"
"410301","Gerbilliscus kempi","species"
"53545","Ochlerotatus","genome"
"470139","Microtus maximowiczii","species"
"109479","Myotis mystacinus","species"
"591932","Piliocolobus","genus"
"591936","Piliocolobus tephrosceles","species"
"36223","Cercopithecus ascanius","species"
"1406360","Culex simpliciforceps","species"
"41811","Chaoboridae","family"
"41812","Chaoborus","genus"
"204567","Chaoborus trivitattus","species"
"88450","Microtus montanus","species"
"576","Klebsiella sp.","species"
"573","Klebsiella pneumoniae","species"
"1497796","Klebsiella sp. 390","species"
"574","Klebsiella pneumoniae subsp. ozaenae","genome"
"72407","Klebsiella pneumoniae subsp. pneumoniae","genome"
"571","Klebsiella oxytoca","species"
"484021","Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044","genome"
"1384549","Klebsiella pneumoniae subsp. pneumoniae KKBO-1","genome"
"1087440","Klebsiella pneumoniae subsp. pneumoniae KPNIH1","genome"
"1049565","Klebsiella pneumoniae KCTC 2242","genome"
"1205678","Klebsiella pneumoniae subsp. pneumoniae CIP 52.145 = B5055","genome"
"579","Kluyvera","genus"
"580","Kluyvera cryocrescens","species"
"38624","Phascolarctidae","family"
"38625","Phascolarctos","genus"
"38626","Phascolarctos cinereus","species"
"9329","Wallabia","genus"
"569589","Ochlerotatus vigilax","species"
"644619","Ochlerotatus camptorhynchus","species"
"584997","Hipposideros jonesi","species"
"74663","Amorphophallus","genus"
"78372","Amorphophallus konjac","species"
"3892","Pueraria","genus"
"132459","Pueraria montana","species"
"3893","Pueraria montana var. lobata","genome"
"90370","Salmonella enterica subsp. enterica serovar Typhi","genome"
"88028","Semnopithecus","genus"
"88029","Semnopithecus entellus","species"
"545656","Culex modestus","species"
"7162","Ochlerotatus triseriatus","species"
"252610","Psychodopygus","genus"
"195533","Psychodopygus panamensis","species"
"7240","Drosophila simulans","species"
"1273079","Culex dunni","species"
"163235","Pontellidae","family"
"163236","Labidocera","genus"
"163467","Labidocera aestiva","species"
"79498","Lacanobia","genus"
"79499","Lacanobia oleracea","species"
"33958","Lactobacillaceae","family"
"2767886","Levilactobacillus","genus"
"1580","Levilactobacillus brevis","species"
"2759736","Lacticaseibacillus","genus"
"1582","Lacticaseibacillus casei","species"
"2767842","Lactiplantibacillus","genus"
"1590","Lactiplantibacillus plantarum","species"
"47715","Lacticaseibacillus rhamnosus","species"
"1578","Lactobacillus","genus"
"1584","Lactobacillus delbrueckii","species"
"1585","Lactobacillus delbrueckii subsp. bulgaricus","genome"
"1597","Lacticaseibacillus paracasei","species"
"29397","Lactobacillus delbrueckii subsp. lactis","genome"
"1596","Lactobacillus gasseri","species"
"387344","Levilactobacillus brevis ATCC 367","genome"
"1591","Lactobacillus sp.","species"
"2742598","Limosilactobacillus","genus"
"1613","Limosilactobacillus fermentum","species"
"1215914","Lacticaseibacillus casei W56","genome"
"1589","Lactiplantibacillus pentosus","species"
"109790","Lactobacillus jensenii","species"
"1395514","Lactobacillus gasseri ADH","genome"
"1587","Lactobacillus helveticus","species"
"543734","Lacticaseibacillus casei BL23","genome"
"33959","Lactobacillus johnsonii","species"
"1300","Streptococcaceae","family"
"1357","Lactococcus","genus"
"1358","Lactococcus lactis","species"
"44688","Lactococcus lactis subsp. lactis bv. diacetylactis","genome"
"1359","Lactococcus cremoris","species"
"1360","Lactococcus lactis subsp. lactis","genome"
"272623","Lactococcus lactis subsp. lactis Il1403","genome"
"2816960","Lactococcus cremoris subsp. cremoris","genome"
"1363","Lactococcus garvieae","species"
"44273","Lactococcus sp.","species"
"420890","Lactococcus garvieae Lg2","genome"
"416870","Lactococcus lactis subsp. cremoris MG1363","genome"
"90246","Lagenorhynchus acutus","species"
"441713","Ploceus vitellinus","species"
"55711","Sphaeriidae","family"
"55712","Sphaerium","genus"
"192880","Sphaerium novaezelandiae","species"
"216294","Littorinimorpha","order"
"1345660","Tateidae","family"
"145636","Potamopyrgus","genus"
"145637","Potamopyrgus antipodarum","species"
"96925","Hyriidae","family"
"981777","Echyridella","genus"
"981778","Echyridella menziesii","species"
"72529","Chironomus zealandicus","species"
"28641","Bombus","genus"
"30192","Bombus lapidarius","species"
"30194","Bombus pratorum","species"
"65598","Bombus pascuorum","species"
"227976","Salmo trutta trutta","genome"
"84295","Lambdina","genus"
"84293","Lambdina fiscellaria","species"
"53163","Lamium maculatum","species"
"53159","Lamium album","species"
"120872","Aedes cinereus","species"
"72879","Riparia","genus"
"317125","Riparia paludicola","species"
"30870","Sciaenidae","family"
"215357","Larimichthys","genus"
"215358","Larimichthys crocea","species"
"7482","Lasius","genus"
"111072","Lasius neglectus","species"
"67767","Lasius niger","species"
"8184","Centropomidae","family"
"8186","Lates","genus"
"8187","Lates calcarifer","species"
"56210","Calomys callosus","species"
"119089","Chromadorea","class"
"6236","Rhabditida","order"
"6243","Rhabditidae","family"
"6237","Caenorhabditis","genus"
"6238","Caenorhabditis briggsae","species"
"908885","Culicoides marksi","species"
"83654","Leclercia","genus"
"83655","Leclercia adecarboxylata","species"
"5658","Leishmania","genus"
"5667","Leishmania aethiopica","species"
"5664","Leishmania major","species"
"5660","Leishmania braziliensis","species"
"87235","Leishmania braziliensis guyanensis","genome"
"1330545","Lelliottia","genus"
"1542666","Lelliottia sp. GL2","species"
"9446","Lemur","genus"
"9447","Lemur catta","species"
"1434014","Lentibacter","genus"
"2024994","Lentibacter sp.","species"
"72117","Omphalotaceae","family"
"5352","Lentinula","genus"
"5353","Lentinula edodes","species"
"4137","Leonurus","genus"
"405945","Leonurus sibiricus","species"
"72035","Lepeophtheirus","genus"
"72036","Lepeophtheirus salmonis","species"
"5683","Leptomonas","genus"
"1503871","Leptomonas moramango","species"
"5684","Leptomonas seymouri","species"
"9712","Leptonychotes","genus"
"9713","Leptonychotes weddellii","species"
"44353","Figitidae","family"
"63429","Leptopilina","genus"
"63433","Leptopilina boulardi","species"
"34374","Leptosphaeriaceae","family"
"5021","Leptosphaeria","genus"
"220672","Leptosphaeria biglobosa","species"
"203691","Spirochaetes","phylum"
"203692","Spirochaetia","class"
"1643688","Leptospirales","order"
"170","Leptospiraceae","family"
"171","Leptospira","genus"
"172","Leptospira biflexa","species"
"28452","Leptospira alstonii","species"
"1218564","Leptospira alstonii serovar Pingchang str. 80-412","genome"
"301541","Leptospira broomii","species"
"1049789","Leptospira broomii serovar Hurstbridge str. 5399","genome"
"29506","Leptospira inadai","species"
"1049790","Leptospira inadai serovar Lyme str. 10","genome"
"408139","Leptospira kmetyi","species"
"1049970","Leptospira kmetyi serovar Malaysia str. Bejo-Iso9","genome"
"28182","Leptospira noguchii","species"
"1001595","Leptospira noguchii serovar Panama str. CZ214","genome"
"4221","Carthamus","genus"
"4222","Carthamus tinctorius","species"
"52518","Eustoma grandiflorum","species"
"43191","Embergeria","genus"
"43205","Reichardia","genus"
"43208","Reichardia tingitana","species"
"255580","Sonchus hydrophilus","species"
"378905","Leucas","genus"
"483849","Leucas zeylanica","species"
"1243","Leuconostoc","genus"
"1245","Leuconostoc mesenteroides","species"
"46254","Oenococcus","genus"
"1247","Oenococcus oeni","species"
"33968","Leuconostoc pseudomesenteroides","species"
"33966","Leuconostoc mesenteroides subsp. dextranicum","genome"
"33967","Leuconostoc mesenteroides subsp. mesenteroides","genome"
"34019","Liberibacter","genus"
"34021","Candidatus Liberibacter asiaticus","species"
"537021","Candidatus Liberibacter asiaticus str. psy62","genome"
"46072","Ligustrum japonicum","species"
"178760","Ligustrum obtusifolium","species"
"4688","Lilium","genus"
"34192","Lilium sp.","species"
"63788","Lilium formosanum","species"
"620909","Limeaceae","family"
"98042","Limeum","genus"
"169254","Limeum africanum","species"
"91896","Orobanchaceae","family"
"156201","Linderniaceae","family"
"263964","Lindernia","genus"
"929486","Lindernia procumbens","species"
"83484","Linepithema","genus"
"83485","Linepithema humile","species"
"1637","Listeria","genus"
"1639","Listeria monocytogenes","species"
"169963","Listeria monocytogenes EGD-e","genome"
"1457188","Listeria monocytogenes WSLC1042","genome"
"393119","Listeria monocytogenes FSL J1-208","genome"
"265669","Listeria monocytogenes serotype 4b str. F2365","genome"
"1960103","Listeria sp.","species"
"28169","Vibrio pelagius","species"
"31212","Littorinidae","family"
"31213","Littorina","genus"
"55035","Littorina sp.","species"
"8549","Helodermatidae","family"
"8550","Heloderma","genus"
"8551","Heloderma horridum","species"
"8552","Heloderma horridum horridum","genome"
"243501","Philodromidae","family"
"336567","Philodromus","genus"
"1155754","Philodromus dispar","species"
"69078","Bandicota","genus"
"1542950","Bandicota sp.","species"
"245186","Loktanella","genus"
"1055158","Loktanella sp. CB 2051","species"
"1870901","Loktanella sp.","species"
"480553","Lolium multiflorum x Lolium perenne","species"
"40156","Lonchura","genus"
"414889","Lonchura maja","species"
"6943","Amblyomma americanum","species"
"128016","Dimocarpus","genus"
"128017","Dimocarpus longan","species"
"27394","Tetragnathidae","family"
"216282","Leucauge","genus"
"472971","Leucauge argyra","species"
"169756","Rhinolophus monoceros","species"
"7124","Lonomia","genus"
"304329","Lonomia obliqua","species"
"7167","Anopheles albimanus","species"
"34613","Ixodes ricinus","species"
"34878","Cervinae","genome"
"8602","Elapidae","family"
"55265","Elapsoidea","genus"
"1539979","Elapsoidea loveridgei","species"
"3727","Sinapis","genus"
"29728","Sinapis arvensis","species"
"109996","Raphanus raphanistrum","species"
"883788","Ludwigia octovalvis","species"
"56866","Luffa acutangula","species"
"333675","Luffa begomovirus","species"
"1914964","Aedes pembaensis","species"
"8101","Cyclopteridae","family"
"8102","Cyclopterus","genus"
"8103","Cyclopterus lumpus","species"
"10105","Mus minutoides","species"
"425934","Canis lupus signatus","genome"
"3874","Lupinus polyphyllus","species"
"7200","Lutzomyia longipalpis","species"
"151068","Litchi","genus"
"151069","Litchi chinensis","species"
"265240","Silene subgen. Lychnis","genome"
"52871","Lycianthes","genus"
"241757","Lycianthes biflora","species"
"82236","Lycoris","genus"
"30084","Lygus","genus"
"50650","Lygus lineolaris","species"
"78901","Lymantria xylina","species"
"8012","Osmeridae","family"
"8162","Percichthyidae","family"
"8174","Sparus","genus"
"8175","Sparus aurata","species"
"30942","Pleuronectoidei","genome"
"30948","Soleidae","family"
"32446","Clupeiformes","order"
"55118","Clupeidae","family"
"29153","Micropogonias","genus"
"278729","Micropogonias furnieri","species"
"13124","Lynx","genus"
"61384","Lynx rufus","species"
"7586","Echinodermata","phylum"
"7625","Echinoidea","class"
"31184","Temnopleuroida","order"
"31185","Toxopneustidae","family"
"7652","Lytechinus","genus"
"7654","Lytechinus variegatus","species"
"69004","Anopheles farauti","species"
"90387","Macaca leonina","species"
"2007218","Sabethes soperi","species"
"3495","Maclura","genus"
"35724","Macrophomina","genus"
"35725","Macrophomina phaseolina","species"
"9309","Potorous","genus"
"69267","Dorcopsis","genus"
"288308","Wissadula","genus"
"458529","Wissadula amplissima","species"
"13130","Macrosiphum","genus"
"13131","Macrosiphum euphorbiae","species"
"639021","Magnaporthales","order"
"2528436","Pyriculariaceae","family"
"48558","Pyricularia","genus"
"318829","Pyricularia oryzae","species"
"36291","Muscicapidae","family"
"125862","Copsychus","genus"
"343929","Copsychus saularis","species"
"339810","Eucampsipoda","genus"
"1321405","Eucampsipoda africana","species"
"381124","Zea mays subsp. mays","genome"
"4558","Sorghum bicolor","species"
"300124","Rottboellia","genus"
"90397","Echinochloa crus-galli","species"
"149379","Setaria verticillata","species"
"4504","Coix","genus"
"4505","Coix lacryma-jobi","species"
"4511","Eleusine coracana","species"
"4538","Oryza glaberrima","species"
"4583","Cenchrus","genus"
"4543","Cenchrus americanus","species"
"158114","Melinis","genus"
"29709","Melinis repens","species"
"649763","Megathyrsus","genus"
"59788","Megathyrsus maximus","species"
"90396","Echinochloa colona","species"
"147271","Paspalum","genus"
"147272","Paspalum notatum","species"
"158143","Paspalum conjugatum","species"
"173849","Paspalum scrobiculatum","species"
"192628","Setaria barbata","species"
"37562","Urochloa","genus"
"240436","Urochloa deflexa","species"
"160544","Dactyloctenium","genus"
"270102","Dactyloctenium aegyptium","species"
"281129","Cenchrus polystachios","species"
"300125","Rottboellia cochinchinensis","species"
"1050718","Malachra","genus"
"2059503","Malachra capitata","species"
"2034519","Malachra yellow vein mosaic virus","species"
"7098","Malacosoma neustria","species"
"149459","Mansonia","genus"
"308735","Mansonia uniformis","species"
"909054","Ochlerotatus campestris","species"
"183277","Malva neglecta","species"
"145754","Malva sylvestris","species"
"288286","Malvastrum americanum","species"
"2902005","Neogale","genus"
"452646","Neogale vison","species"
"174822","Mamestra configurata","species"
"9674","Paguma","genus"
"9675","Paguma larvata","species"
"317805","Verrallina","genus"
"1590998","Verrallina funerea","species"
"27659","Sturnira","genus"
"27660","Sturnira lilium","species"
"7939","Anguilla marmorata","species"
"252356","Maribacter","genus"
"444515","Maribacter forsetii","species"
"472706","Micaelamys","genus"
"472707","Micaelamys namaquensis","species"
"135620","Oceanospirillaceae","family"
"28253","Marinomonas","genus"
"1904862","Marinomonas sp.","species"
"119864","Marinomonas mediterranea","species"
"9992","Marmota","genus"
"93163","Marmota himalayana","species"
"311902","Maruca","genus"
"497515","Maruca vitrata","species"
"4018","Tropaeolaceae","family"
"4019","Tropaeolum","genus"
"147035","Tropaeolum tuberosum","species"
"35658","Mastomys coucha","species"
"41218","Colchicaceae","family"
"13444","Colchicum","genus"
"45005","Colchicum autumnale","species"
"37564","Ruta","genus"
"266085","Ruta montana","species"
"59268","Larroussius","genome"
"2849059","Phlebotomus sp.","species"
"29195","Acanthamoeba griffini","species"
"2681632","Elardia","class"
"180229","Euamoebida","order"
"35218","Amoebidae","family"
"5774","Amoeba","genus"
"37657","Silene latifolia","species"
"52853","Silene latifolia subsp. alba","genome"
"7002","Acrididae","family"
"7003","Locusta","genus"
"7004","Locusta migratoria","species"
"7008","Schistocerca","genus"
"7010","Schistocerca gregaria","species"
"30252","Melanoplus","genus"
"30253","Melanoplus differentialis","species"
"65742","Melanoplus sanguinipes","species"
"103651","Melanoplus packardii","species"
"133572","Melochia","genus"
"4057","Catharanthus","genus"
"4058","Catharanthus roseus","species"
"4150","Antirrhinum","genus"
"4151","Antirrhinum majus","species"
"4181","Sesamum","genus"
"4182","Sesamum indicum","species"
"37645","Cucurbita ficifolia","species"
"68874","Torenia","genus"
"68875","Torenia fournieri","species"
"328804","Pteropus conspicillatus","species"
"1898393","Rousettus sp.","species"
"635074","Myotomys","genus"
"190455","Myotomys unisulcatus","species"
"72874","Progne","genus"
"173220","Progne subis","species"
"2153387","Distimake","genus"
"714082","Distimake quinquefolius","species"
"68287","Mesorhizobium","genus"
"381","Mesorhizobium loti","species"
"183260","Hibiscus sabdariffa","species"
